timestamp,gpu_index,gpu_name,gpu_utilization_percent,memory_used_mb,memory_total_mb,temperature_c,power_w
156605.339668942,0,NVIDIA GeForce RTX 3090,0.0,22534.0,24576.0,39.0,28.17
156605.42273985,0,NVIDIA GeForce RTX 3090,0.0,22534.0,24576.0,39.0,28.17
156605.505314285,0,NVIDIA GeForce RTX 3090,0.0,22534.0,24576.0,39.0,28.17
156605.596478845,0,NVIDIA GeForce RTX 3090,0.0,22534.0,24576.0,39.0,28.17
156605.681761598,0,NVIDIA GeForce RTX 3090,0.0,22534.0,24576.0,39.0,28.17
156605.769309613,0,NVIDIA GeForce RTX 3090,0.0,22534.0,24576.0,39.0,28.17
